actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
Travis Myers,David Proval,Carmen Argenziano,Dan Perri,Comedy|Drama|Mystery|Romance|Thriller,sharkskin,Travis Myers David Proval Carmen Argenziano Dan Perri Comedy|Drama|Mystery|Romance|Thriller
Walter Hendrix III,Michael Chapman,Louise Brealey,Neil Mcenery-West,Horror|Sci-Fi|Thriller,containment,Walter Hendrix III Michael Chapman Louise Brealey Neil Mcenery-West Horror|Sci-Fi|Thriller
James Ransone,Maria Doyle Kennedy,Shaun O'Hagan,Anthony O'Brien,Adventure|Drama|Western,the timber,James Ransone Maria Doyle Kennedy Shaun O'Hagan Anthony O'Brien Adventure|Drama|Western
Robert Shaw,Daniela Bianchi,Lois Maxwell,Terence Young,Action|Adventure|Thriller,from russia with love,Robert Shaw Daniela Bianchi Lois Maxwell Terence Young Action|Adventure|Thriller
Phoebe Legere,Jessica Dublin,Lisa Gaye,Michael Herz,Action|Comedy|Horror|Sci-Fi,the toxic avenger part ii,Phoebe Legere Jessica Dublin Lisa Gaye Michael Herz Action|Comedy|Horror|Sci-Fi
Carroll O'Connor,Alan Autry,Crystal R. Fox,unknown,Crime|Drama|Mystery,in the heat of the night            ,Carroll O'Connor Alan Autry Crystal R. Fox unknown Crime|Drama|Mystery
Woody Allen,John Beck,Mews Small,Woody Allen,Comedy|Sci-Fi,sleeper,Woody Allen John Beck Mews Small Woody Allen Comedy|Sci-Fi
Maika Monroe,Ruby Harris,Jake Weary,David Robert Mitchell,Horror|Mystery,it follows,Maika Monroe Ruby Harris Jake Weary David Robert Mitchell Horror|Mystery
Woody Allen,John Carradine,Lynn Redgrave,Woody Allen,Comedy,everything you always wanted to know about sex * but were afraid to ask,Woody Allen John Carradine Lynn Redgrave Woody Allen Comedy
Robert Duvall,Brock Peters,William Windom,Robert Mulligan,Crime|Drama,to kill a mockingbird,Robert Duvall Brock Peters William Windom Robert Mulligan Crime|Drama
Vernon Wells,Bruce Spence,Kjell Nilsson,George Miller,Action|Adventure|Sci-Fi|Thriller,mad max 2: the road warrior,Vernon Wells Bruce Spence Kjell Nilsson George Miller Action|Adventure|Sci-Fi|Thriller
Andy Lau,Anita Mui,Ho-Sung Pak,Chia-Liang Liu,Action|Comedy,the legend of drunken master,Andy Lau Anita Mui Ho-Sung Pak Chia-Liang Liu Action|Comedy
James Mason,Shelley Winters,Lois Maxwell,Stanley Kubrick,Crime|Drama|Romance,lolita,James Mason Shelley Winters Lois Maxwell Stanley Kubrick Crime|Drama|Romance
Alicia Goranson,Brendan Sexton III,Jeannetta Arnette,Kimberly Peirce,Biography|Crime|Drama|Romance,boys don't cry,Alicia Goranson Brendan Sexton III Jeannetta Arnette Kimberly Peirce Biography|Crime|Drama|Romance
Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,Chris Kentis,Drama|Horror|Mystery|Thriller,silent house,Eric Sheffer Stevens Julia Taylor Ross Adam Trese Chris Kentis Drama|Horror|Mystery|Thriller
Sebastian Koch,Ulrich Mühe,Martina Gedeck,Florian Henckel von Donnersmarck,Drama|Thriller,the lives of others,Sebastian Koch Ulrich Mühe Martina Gedeck Florian Henckel von Donnersmarck Drama|Thriller
Ben Davies,Alex Kendrick,T.C. Stallings,Alex Kendrick,Drama,courageous,Ben Davies Alex Kendrick T.C. Stallings Alex Kendrick Drama
George C. Scott,Jackie Gleason,Murray Hamilton,Robert Rossen,Drama|Sport,the hustler,George C. Scott Jackie Gleason Murray Hamilton Robert Rossen Drama|Sport
Hedy Lamarr,Spencer Tracy,Claudette Colbert,Jack Conway,Adventure|Drama|Romance|Western,boom town,Hedy Lamarr Spencer Tracy Claudette Colbert Jack Conway Adventure|Drama|Romance|Western
Michel Robin,Charles Linton,Béatrice Bonifassi,Sylvain Chomet,Animation|Comedy|Drama,the triplets of belleville,Michel Robin Charles Linton Béatrice Bonifassi Sylvain Chomet Animation|Comedy|Drama
Michael Greyeyes,Irene Bedard,Gary Farmer,Chris Eyre,Comedy|Drama,smoke signals,Michael Greyeyes Irene Bedard Gary Farmer Chris Eyre Comedy|Drama
Josh Hutcherson,James Urbaniak,Daniel Tay,Shari Springer Berman,Biography|Comedy|Drama,american splendor,Josh Hutcherson James Urbaniak Daniel Tay Shari Springer Berman Biography|Comedy|Drama
Vernon Dobtcheff,Albert Delpy,Marie Pillet,Richard Linklater,Drama|Romance,before sunset,Vernon Dobtcheff Albert Delpy Marie Pillet Richard Linklater Drama|Romance
Adriana Barraza,Jorge Salinas,Goya Toledo,Alejandro G. Iñárritu,Drama|Thriller,amores perros,Adriana Barraza Jorge Salinas Goya Toledo Alejandro G. Iñárritu Drama|Thriller
Holly Hunter,Sarah Clarke,Kip Pardue,Catherine Hardwicke,Drama,thirteen,Holly Hunter Sarah Clarke Kip Pardue Catherine Hardwicke Drama
Dean Stockwell,Celeste Holm,John Garfield,Elia Kazan,Drama|Romance,gentleman's agreement,Dean Stockwell Celeste Holm John Garfield Elia Kazan Drama|Romance
Jennifer Lawrence,Shelley Waggener,Lauren Sweetser,Debra Granik,Drama,winter's bone,Jennifer Lawrence Shelley Waggener Lauren Sweetser Debra Granik Drama
Nicholas Aaron,Brendan Mackey,Joe Simpson,Kevin Macdonald,Adventure|Documentary|Drama|Sport,touching the void,Nicholas Aaron Brendan Mackey Joe Simpson Kevin Macdonald Adventure|Documentary|Drama|Sport
Tyrone Power,Don Ameche,John Carradine,Henry King,Drama|Musical|Romance,alexander's ragtime band,Tyrone Power Don Ameche John Carradine Henry King Drama|Musical|Romance
Najarra Townsend,Brad William Henke,Miranda July,Miranda July,Comedy|Drama,me and you and everyone we know,Najarra Townsend Brad William Henke Miranda July Miranda July Comedy|Drama
Matt Damon,George W. Bush,Barney Frank,Charles Ferguson,Crime|Documentary,inside job,Matt Damon George W. Bush Barney Frank Charles Ferguson Crime|Documentary
Vanessa Lengies,Emily Ratajkowski,Jonny Weston,Max Joseph,Drama|Music|Romance,we are your friends,Vanessa Lengies Emily Ratajkowski Jonny Weston Max Joseph Drama|Music|Romance
Henry Silva,Gano Grills,Richard Portnow,Jim Jarmusch,Action|Crime|Drama|Thriller,ghost dog: the way of the samurai,Henry Silva Gano Grills Richard Portnow Jim Jarmusch Action|Crime|Drama|Thriller
J.K. Simmons,Christian Bale,Noel Gugliemi,David Ayer,Action|Crime|Drama|Thriller,harsh times,J.K. Simmons Christian Bale Noel Gugliemi David Ayer Action|Crime|Drama|Thriller
David Oyelowo,Leonor Varela,Sydelle Noel,Jerry Jameson,Crime|Drama|Thriller,captive,David Oyelowo Leonor Varela Sydelle Noel Jerry Jameson Crime|Drama|Thriller
Julia Roberts,Enrico Colantoni,Blair Underwood,Steven Soderbergh,Comedy|Romance,full frontal,Julia Roberts Enrico Colantoni Blair Underwood Steven Soderbergh Comedy|Romance
Kathleen Wilhoite,Tawny Kitaen,Rose Marie,Kevin Tenney,Horror|Mystery|Thriller,witchboard,Kathleen Wilhoite Tawny Kitaen Rose Marie Kevin Tenney Horror|Mystery|Thriller
Stephen Colbert,Amy Sedaris,Maria Thayer,unknown,Comedy,strangers with candy            ,Stephen Colbert Amy Sedaris Maria Thayer unknown Comedy
Julie Christie,Brian Blessed,Richard Briers,Kenneth Branagh,Drama,hamlet,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
Sook-Yin Lee,Peter Stickles,Raphael Barker,John Cameron Mitchell,Comedy|Drama|Romance,shortbus,Sook-Yin Lee Peter Stickles Raphael Barker John Cameron Mitchell Comedy|Drama|Romance
Ari Folman,Ronny Dayag,Zahava Solomon,Ari Folman,Animation|Biography|Documentary|Drama|History|War,waltz with bashir,Ari Folman Ronny Dayag Zahava Solomon Ari Folman Animation|Biography|Documentary|Drama|History|War
Noah Danby,Kirby Heyborne,Bruce Newbold,Gary Rogers,Adventure,"the book of mormon movie, volume 1: the journey",Noah Danby Kirby Heyborne Bruce Newbold Gary Rogers Adventure
Campbell Scott,Dick Cheney,Donald Rumsfeld,Charles Ferguson,Documentary|War,no end in sight,Campbell Scott Dick Cheney Donald Rumsfeld Charles Ferguson Documentary|War
Alexander Skarsgård,David Fine,Austin Lyon,Marielle Heller,Drama|Romance,the diary of a teenage girl,Alexander Skarsgård David Fine Austin Lyon Marielle Heller Drama|Romance
Anne Hathaway,Jon Tenney,Debrah Farentino,unknown,Comedy|Drama|Romance,get real            ,Anne Hathaway Jon Tenney Debrah Farentino unknown Comedy|Drama|Romance
John F. Kennedy,Buzz Aldrin,Neil Armstrong,David Sington,Documentary|History,in the shadow of the moon,John F. Kennedy Buzz Aldrin Neil Armstrong David Sington Documentary|History
Bruce Greenwood,Zoe Kazan,Shirley Henderson,Kelly Reichardt,Drama|Western,meek's cutoff,Bruce Greenwood Zoe Kazan Shirley Henderson Kelly Reichardt Drama|Western
Hugh M. Hefner,Bill Maher,Linda Lovelace,Fenton Bailey,Biography|Documentary|History,inside deep throat,Hugh M. Hefner Bill Maher Linda Lovelace Fenton Bailey Biography|Documentary|History
Danny Aiello,Manny Perez,Ajay Naidu,Bob Giraldi,Crime|Drama|Romance,dinner rush,Danny Aiello Manny Perez Ajay Naidu Bob Giraldi Crime|Drama|Romance
Alanna Ubach,Bob Balaban,Jamie Kennedy,Jill Sprecher,Comedy|Drama,clockwatchers,Alanna Ubach Bob Balaban Jamie Kennedy Jill Sprecher Comedy|Drama
Matt Bennett,Krysta Rodriguez,Zack Pearlman,Huck Botko,Comedy,the virginity hit,Matt Bennett Krysta Rodriguez Zack Pearlman Huck Botko Comedy
Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade,Luc Besson,Comedy|Drama|Thriller,subway,Christopher Lambert Isabelle Adjani Jean-Hugues Anglade Luc Besson Comedy|Drama|Thriller
Robin Williams,Mark Margolis,Frank Langella,David Duchovny,Comedy|Drama,house of d,Robin Williams Mark Margolis Frank Langella David Duchovny Comedy|Drama
Jess Weixler,Nathan Parsons,John Hensley,Mitchell Lichtenstein,Comedy|Fantasy|Horror|Thriller,teeth,Jess Weixler Nathan Parsons John Hensley Mitchell Lichtenstein Comedy|Fantasy|Horror|Thriller
Jeffrey Falcon,Stephane Gauger,Kim De Angelo,Lance Mungia,Action|Adventure|Comedy|Drama|Music|Sci-Fi,six-string samurai,Jeffrey Falcon Stephane Gauger Kim De Angelo Lance Mungia Action|Adventure|Comedy|Drama|Music|Sci-Fi
Karisma Kapoor,Bobby Deol,Shakti Kapoor,Kundan Shah,Action|Comedy|Romance|Thriller,hum to mohabbat karega,Karisma Kapoor Bobby Deol Shakti Kapoor Kundan Shah Action|Comedy|Romance|Thriller
Paul Kaye,Neil Maskell,Kate Magowan,Michael Dowse,Biography|Comedy|Drama|Music,it's all gone pete tong,Paul Kaye Neil Maskell Kate Magowan Michael Dowse Biography|Comedy|Drama|Music
Peter Dinklage,Steve Buscemi,Romany Malco,Hue Rhodes,Comedy|Drama,saint john of las vegas,Peter Dinklage Steve Buscemi Romany Malco Hue Rhodes Comedy|Drama
Bob Hoskins,Annette Badland,Karl Collins,Shane Meadows,Comedy|Drama|Romance|Sport,24 7: twenty four seven,Bob Hoskins Annette Badland Karl Collins Shane Meadows Comedy|Drama|Romance|Sport
Jeremy Irvine,Caleb Landry Jones,Matt Craven,Roland Emmerich,Drama,stonewall,Jeremy Irvine Caleb Landry Jones Matt Craven Roland Emmerich Drama
Joe Morton,Colin Ferguson,Salli Richardson-Whitfield,unknown,Comedy|Drama|Sci-Fi,eureka            ,Joe Morton Colin Ferguson Salli Richardson-Whitfield unknown Comedy|Drama|Sci-Fi
Saif Ali Khan,Sanjay Mishra,Javed Jaffrey,Jugal Hansraj,Animation|Comedy|Family|Romance,roadside romeo,Saif Ali Khan Sanjay Mishra Javed Jaffrey Jugal Hansraj Animation|Comedy|Family|Romance
Vincent Pastore,Frank Vincent,Chuck Zito,Danny Provenzano,Crime|Drama,this thing of ours,Vincent Pastore Frank Vincent Chuck Zito Danny Provenzano Crime|Drama
Alex Kendrick,Jansen Panettiere,Tiya Sircar,Bill Muir,Adventure|Family|Fantasy,the lost medallion: the adventures of billy stone,Alex Kendrick Jansen Panettiere Tiya Sircar Bill Muir Adventure|Family|Fantasy
Anna Kendrick,Jeremy Jordan,Charly Bivona,Richard LaGravenese,Comedy|Drama|Musical|Romance,the last five years,Anna Kendrick Jeremy Jordan Charly Bivona Richard LaGravenese Comedy|Drama|Musical|Romance
Merritt Wever,Amy Ryan,Paul Adelstein,Noah Buschel,Drama,the missing person,Merritt Wever Amy Ryan Paul Adelstein Noah Buschel Drama
Melinda Clarke,Kent McCord,Sarah Douglas,Brian Yuzna,Horror|Romance|Sci-Fi,return of the living dead iii,Melinda Clarke Kent McCord Sarah Douglas Brian Yuzna Horror|Romance|Sci-Fi
Jason Statham,Chris Evans,Dane Cook,Hunter Richards,Drama|Romance,london,Jason Statham Chris Evans Dane Cook Hunter Richards Drama|Romance
Brad William Henke,Kate Burton,Michelle Hurst,Laurie Collyer,Drama,sherrybaby,Brad William Henke Kate Burton Michelle Hurst Laurie Collyer Drama
Martin Starr,Megan Mullally,Chris Penn,Bruce McCulloch,Comedy|Crime,stealing harvard,Martin Starr Megan Mullally Chris Penn Bruce McCulloch Comedy|Crime
Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau,Aaron Hann,Drama|Horror|Mystery|Sci-Fi|Thriller,circle,Jordi Vilasuso Michael McLafferty Kaiwi Lyman-Mersereau Aaron Hann Drama|Horror|Mystery|Sci-Fi|Thriller
Michael Fassbender,Jack O'Connell,Lorraine Stanley,James Watkins,Horror|Thriller,eden lake,Michael Fassbender Jack O'Connell Lorraine Stanley James Watkins Horror|Thriller
Frances Fisher,James Kyson,Marlene Forte,Catherine Hardwicke,Thriller,plush,Frances Fisher James Kyson Marlene Forte Catherine Hardwicke Thriller
MyAnna Buring,James Corden,Silvia Colloca,Phil Claydon,Action|Comedy|Fantasy|Horror,vampire killers,MyAnna Buring James Corden Silvia Colloca Phil Claydon Action|Comedy|Fantasy|Horror
Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,Ralph Ziman,Action|Crime|Drama,gangster's paradise: jerusalema,Rapulana Seiphemo Kenneth Nkosi Robert Hobbs Ralph Ziman Action|Crime|Drama
Colin Salmon,Lee Evans,Ian McNeice,John Simpson,Crime|Drama|Thriller,freeze frame,Colin Salmon Lee Evans Ian McNeice John Simpson Crime|Drama|Thriller
Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,Colin Minihan,Horror,grave encounters,Mackenzie Gray Sean Rogerson Ashleigh Gryzko Colin Minihan Horror
Peter McQuinn,Tommy Knight,Jemma Curran,Conor McMahon,Comedy|Horror,stitches,Peter McQuinn Tommy Knight Jemma Curran Conor McMahon Comedy|Horror
Daniel Baldwin,William Lee Scott,Marc Macaulay,Chris Shadley,Crime|Drama|Horror|Mystery|Thriller,nine dead,Daniel Baldwin William Lee Scott Marc Macaulay Chris Shadley Crime|Drama|Horror|Mystery|Thriller
Alice Cooper,Tim Rice,Louis Walsh,Simon Napier-Bell,Documentary,"to be frank, sinatra at 100",Alice Cooper Tim Rice Louis Walsh Simon Napier-Bell Documentary
Woody Allen,Charlotte Rae,Louise Lasser,Woody Allen,Comedy,bananas,Woody Allen Charlotte Rae Louise Lasser Woody Allen Comedy
Paul Sheehan,Linus Roache,Kathy Uyen,Simon Yin,Thriller,supercapitalist,Paul Sheehan Linus Roache Kathy Uyen Simon Yin Thriller
Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira,Jeff Crook,Action|Crime|Drama|Thriller,rockaway,Nicholas Gonzalez Mario Cimarro Ricardo Chavira Jeff Crook Action|Crime|Drama|Thriller
Steven Weber,Tim Daly,Amy Yasbeck,unknown,Comedy|Drama,wings            ,Steven Weber Tim Daly Amy Yasbeck unknown Comedy|Drama
Rita Hayworth,Everett Sloane,Ted de Corsia,Orson Welles,Crime|Drama|Film-Noir|Mystery|Thriller,the lady from shanghai,Rita Hayworth Everett Sloane Ted de Corsia Orson Welles Crime|Drama|Film-Noir|Mystery|Thriller
Mircea Monroe,Lew Temple,Robert Pine,Dave Payne,Horror|Thriller,no man's land: the rise of reeker,Mircea Monroe Lew Temple Robert Pine Dave Payne Horror|Thriller
Jake Gyllenhaal,M.C. Gainey,Mark Rolston,James Cox,Crime|Drama,highway,Jake Gyllenhaal M.C. Gainey Mark Rolston James Cox Crime|Drama
Noel Gugliemi,Saffron Burrows,Matt Lucas,Jonas Åkerlund,Comedy|Crime|Drama,small apartments,Noel Gugliemi Saffron Burrows Matt Lucas Jonas Åkerlund Comedy|Crime|Drama
Sunil Narkar,Ben Schwartz,Glenn Howerton,Brad Copeland,Comedy,coffee town,Sunil Narkar Ben Schwartz Glenn Howerton Brad Copeland Comedy
Kate Maberly,Kevin McCarthy,Paul Williams,Paul Bunnell,Comedy|Fantasy|Musical|Sci-Fi,the ghastly love of johnny x,Kate Maberly Kevin McCarthy Paul Williams Paul Bunnell Comedy|Fantasy|Musical|Sci-Fi
Sally Hawkins,Curtiss Cook,Peter Hermann,Phil Morrison,Comedy|Drama,all is bright,Sally Hawkins Curtiss Cook Peter Hermann Phil Morrison Comedy|Drama
Christopher Lee,Lex Barker,Karin Dor,Harald Reinl,Horror|Mystery,the torture chamber of dr. sadism,Christopher Lee Lex Barker Karin Dor Harald Reinl Horror|Mystery
Jon Mack,Powers Boothe,Josh Meyers,James Cox,Comedy|Drama,straight a's,Jon Mack Powers Boothe Josh Meyers James Cox Comedy|Drama
Buster Keaton,Zero Mostel,Phil Silvers,Richard Lester,Comedy|Musical,a funny thing happened on the way to the forum,Buster Keaton Zero Mostel Phil Silvers Richard Lester Comedy|Musical
Michael Moore,Eddie Vedder,Steve Earle,Michael Moore,Documentary,slacker uprising,Michael Moore Eddie Vedder Steve Earle Michael Moore Documentary
William McNamara,Kevin Alejandro,Glenn Morshower,Tanner Beard,Action|Adventure|History|Western,the legend of hell's gate: an american conspiracy,William McNamara Kevin Alejandro Glenn Morshower Tanner Beard Action|Adventure|History|Western
Trenton Rostedt,Wray Crawford,Dave Sheridan,Scott Dow,Comedy|Horror,the walking deceased,Trenton Rostedt Wray Crawford Dave Sheridan Scott Dow Comedy|Horror
Kevin Zegers,Bella Heathcote,Tom Arnold,Derick Martini,Drama|Horror|Mystery|Thriller,the curse of downers grove,Kevin Zegers Bella Heathcote Tom Arnold Derick Martini Drama|Horror|Mystery|Thriller
Melissa Bolona,Michael Aaron Milligan,James Chalke,Jerry Dugan,Thriller,shark lake,Melissa Bolona Michael Aaron Milligan James Chalke Jerry Dugan Thriller
Keanu Reeves,Daniel Roebuck,Ione Skye,Tim Hunter,Crime|Drama,river's edge,Keanu Reeves Daniel Roebuck Ione Skye Tim Hunter Crime|Drama
Peter Coyote,Anthony Edwards,Jon Gries,Michael Polish,Drama|Fantasy,northfork,Peter Coyote Anthony Edwards Jon Gries Michael Polish Drama|Fantasy
Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,William Kaufman,Action|Thriller,the marine 4: moving target,Paul McGillion Mike 'The Miz' Mizanin David Lewis William Kaufman Action|Thriller
Ryan Reynolds,Samantha Mathis,Erik Palladino,Rodrigo Cortés,Drama|Mystery|Thriller,buried,Ryan Reynolds Samantha Mathis Erik Palladino Rodrigo Cortés Drama|Mystery|Thriller
Craig Roberts,Paddy Considine,Sally Hawkins,Richard Ayoade,Comedy|Drama|Romance,submarine,Craig Roberts Paddy Considine Sally Hawkins Richard Ayoade Comedy|Drama|Romance
Khalid Abdalla,Ahmed Hassan,Aida Elkashef,Jehane Noujaim,Documentary|Drama|History|News,the square,Khalid Abdalla Ahmed Hassan Aida Elkashef Jehane Noujaim Documentary|Drama|History|News
Karl E. Landler,Lizzie Brocheré,Pierre Perrier,Pascal Arnold,Drama,one to another,Karl E. Landler Lizzie Brocheré Pierre Perrier Pascal Arnold Drama
Chloë Grace Moretz,Judy Greer,Portia Doubleday,Kimberly Peirce,Drama|Fantasy|Horror,carrie,Chloë Grace Moretz Judy Greer Portia Doubleday Kimberly Peirce Drama|Fantasy|Horror
Lauren Gottlieb,Remo,Prabhudheva,Remo,Drama|Musical,abcd (any body can dance),Lauren Gottlieb Remo Prabhudheva Remo Drama|Musical
Johnny Depp,Lin Shaye,Amanda Wyss,Wes Craven,Horror,a nightmare on elm street,Johnny Depp Lin Shaye Amanda Wyss Wes Craven Horror
Paul McGill,Philippe Petit,Jean-Louis Blondeau,James Marsh,Biography|Crime|Documentary|History|Thriller,man on wire,Paul McGill Philippe Petit Jean-Louis Blondeau James Marsh Biography|Crime|Documentary|History|Thriller
Siobhan Marshall,Peter Feeney,Rachel Nash,John Laing,Drama,abandoned,Siobhan Marshall Peter Feeney Rachel Nash John Laing Drama
Logan Browning,Adam Ratcliffe,Faizon Love,Jamal Hill,Drama,brotherly love,Logan Browning Adam Ratcliffe Faizon Love Jamal Hill Drama
Caleb Landry Jones,Ashley Bell,Patrick Fabian,Daniel Stamm,Drama|Horror|Thriller,the last exorcism,Caleb Landry Jones Ashley Bell Patrick Fabian Daniel Stamm Drama|Horror|Thriller
Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,Sam Taylor-Johnson,Biography|Drama|Music,nowhere boy,Kristin Scott Thomas Ophelia Lovibond Anne-Marie Duff Sam Taylor-Johnson Biography|Drama|Music
Marlon Brando,Karl Malden,Kim Hunter,Elia Kazan,Drama,a streetcar named desire,Marlon Brando Karl Malden Kim Hunter Elia Kazan Drama
George C. Scott,Slim Pickens,Keenan Wynn,Stanley Kubrick,Comedy,dr. strangelove or: how i learned to stop worrying and love the bomb,George C. Scott Slim Pickens Keenan Wynn Stanley Kubrick Comedy
Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,Carlos Carrera,Drama|Romance,el crimen del padre amaro,Damián Alcázar Ana Claudia Talancón Pedro Armendáriz Jr. Carlos Carrera Drama|Romance
Quvenzhané Wallis,Gina Montana,Dwight Henry,Benh Zeitlin,Drama|Fantasy,beasts of the southern wild,Quvenzhané Wallis Gina Montana Dwight Henry Benh Zeitlin Drama|Fantasy
Roddy McDowall,Paul Williams,Claude Akins,J. Lee Thompson,Action|Sci-Fi,battle for the planet of the apes,Roddy McDowall Paul Williams Claude Akins J. Lee Thompson Action|Sci-Fi
Aidan Quinn,David Patrick Kelly,Jane Adams,Maggie Greenwald,Drama|Music,songcatcher,Aidan Quinn David Patrick Kelly Jane Adams Maggie Greenwald Drama|Music
Donna Murphy,Bill Irwin,Michael Chernus,Vera Farmiga,Drama,higher ground,Donna Murphy Bill Irwin Michael Chernus Vera Farmiga Drama
Hansika Motwani,T.R. Silambarasan,Brahmanandam,Vijay Chandar,Comedy|Romance,vaalu,Hansika Motwani T.R. Silambarasan Brahmanandam Vijay Chandar Comedy|Romance
Quentin Tarantino,J.J. Abrams,Donald Trump,Morgan Spurlock,Comedy|Documentary,the greatest movie ever sold,Quentin Tarantino J.J. Abrams Donald Trump Morgan Spurlock Comedy|Documentary
Steve Buscemi,Gary Farmer,Jon Gries,Jonathan Wacks,Comedy|Horror,ed and his dead mother,Steve Buscemi Gary Farmer Jon Gries Jonathan Wacks Comedy|Horror
Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,Khyentse Norbu,Adventure|Drama,travelers and magicians,Tshewang Dendup Lhakpa Dorji Sonam Kinga Khyentse Norbu Adventure|Drama
Clint Eastwood,Bruce Dern,Alan Hale Jr.,Ted Post,Western,hang 'em high,Clint Eastwood Bruce Dern Alan Hale Jr. Ted Post Western
Humphrey Bogart,Jim Backus,Kim Hunter,Richard Brooks,Crime|Drama|Film-Noir,deadline - u.s.a.,Humphrey Bogart Jim Backus Kim Hunter Richard Brooks Crime|Drama|Film-Noir
George Newbern,Tom Cavanagh,Cas Anvar,Tony Krantz,Horror|Thriller,sublime,George Newbern Tom Cavanagh Cas Anvar Tony Krantz Horror|Thriller
Kimberley Crossman,Luke Edwards,Bree Williamson,Mitchell Altieri,Comedy|Horror|Thriller,a beginner's guide to snuff,Kimberley Crossman Luke Edwards Bree Williamson Mitchell Altieri Comedy|Horror|Thriller
Tom Everett Scott,Keenan Tracey,Nicholas Carella,W.D. Hogan,Action|Sci-Fi,independence daysaster,Tom Everett Scott Keenan Tracey Nicholas Carella W.D. Hogan Action|Sci-Fi
Christian Keyes,Essence Atkins,Tatyana Ali,Corey Grant,Comedy|Drama,dysfunctional friends,Christian Keyes Essence Atkins Tatyana Ali Corey Grant Comedy|Drama
Moritz Bleibtreu,Ludger Pistor,Armin Rohde,Tom Tykwer,Crime|Drama,run lola run,Moritz Bleibtreu Ludger Pistor Armin Rohde Tom Tykwer Crime|Drama
James Duval,Will Estes,Nora Zehetner,Lucky McKee,Drama|Horror,may,James Duval Will Estes Nora Zehetner Lucky McKee Drama|Horror
Natasha Henstridge,CJ Adams,Erin Pitt,Richard Boddington,Adventure|Family,against the wild,Natasha Henstridge CJ Adams Erin Pitt Richard Boddington Adventure|Family
Matthew Alan,Chris Cleveland,Circus-Szalewski,David Hunt,Horror,living dark: the story of ted the caver,Matthew Alan Chris Cleveland Circus-Szalewski David Hunt Horror
America Ferrera,Eugenio Derbez,Kate del Castillo,Patricia Riggen,Adventure|Drama,under the same moon,America Ferrera Eugenio Derbez Kate del Castillo Patricia Riggen Adventure|Drama
Roddy McDowall,Gordon Jump,John Randolph,J. Lee Thompson,Action|Sci-Fi,conquest of the planet of the apes,Roddy McDowall Gordon Jump John Randolph J. Lee Thompson Action|Sci-Fi
Tom Wilkinson,Sissy Spacek,Karen Allen,Todd Field,Crime|Drama,in the bedroom,Tom Wilkinson Sissy Spacek Karen Allen Todd Field Crime|Drama
Sarah Butler,Chad Lindberg,Daniel Franzese,Steven R. Monroe,Horror|Thriller,i spit on your grave,Sarah Butler Chad Lindberg Daniel Franzese Steven R. Monroe Horror|Thriller
Ally Walker,Illeana Douglas,Jeremy Northam,Mark Illsley,Comedy|Crime|Romance,"happy, texas",Ally Walker Illeana Douglas Jeremy Northam Mark Illsley Comedy|Crime|Romance
Paddy Considine,Natalie Press,Dean Andrews,Pawel Pawlikowski,Drama|Romance,my summer of love,Paddy Considine Natalie Press Dean Andrews Pawel Pawlikowski Drama|Romance
Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,Ritesh Batra,Drama|Romance,the lunchbox,Nawazuddin Siddiqui Nimrat Kaur Lillete Dubey Ritesh Batra Drama|Romance
Shirley Henderson,Joan Allen,Stephanie Leonidas,Sally Potter,Drama|Romance,yes,Shirley Henderson Joan Allen Stephanie Leonidas Sally Potter Drama|Romance
Jean Arthur,Ann Miller,Lionel Barrymore,Frank Capra,Comedy|Drama|Romance,you can't take it with you,Jean Arthur Ann Miller Lionel Barrymore Frank Capra Comedy|Drama|Romance
Montgomery Clift,Donna Reed,Deborah Kerr,Fred Zinnemann,Drama|Romance|War,from here to eternity,Montgomery Clift Donna Reed Deborah Kerr Fred Zinnemann Drama|Romance|War
Harry Carey Jr.,Ben Johnson,Victor McLaglen,John Ford,Western,she wore a yellow ribbon,Harry Carey Jr. Ben Johnson Victor McLaglen John Ford Western
Shawnee Smith,Michael Welch,Anthony Reynolds,Brad J. Silverman,Drama|Music,grace unplugged,Shawnee Smith Michael Welch Anthony Reynolds Brad J. Silverman Drama|Music
Eddie Griffin,Clifton Powell,Marla Gibbs,Dave Meyers,Comedy|Drama,foolish,Eddie Griffin Clifton Powell Marla Gibbs Dave Meyers Comedy|Drama
Essence Atkins,Lamman Rucker,Tempestt Bledsoe,David M. Matthews,Crime|Drama|Thriller,n-secure,Essence Atkins Lamman Rucker Tempestt Bledsoe David M. Matthews Crime|Drama|Thriller
